ゝ髷
ビス
ビデ
ビト
ビバ
ビフ
ビム
ビヤ
ビラ
ビラ
ビル
ビワ
ピア
ピエ
ピカ
ピケ
ピコ
ピザ
ピタ
ピパ
ピフ
ピム
ピリ
ピル
ピン
ファ
フウ
フカ
フキ
フグ
フジ
フタ
フッ
フツ
フナ
フフ
フラ
フル
ブー
ブイ
ブギ
ブク
ブス
ブタ
ブツ
ブナ
ブナ
ブユ
ブラ
ブリ
ブル
ブレ
ブ男
プー
プア
プチ
プリ
プル
プレ
プロ
ヘア
ヘイ
ヘゴ
ヘソ
ヘド
ヘム
ヘヤ
ヘリ
ヘル
ヘ調
ベー
ベア
ベイ
ベガ
ベサ
ベジ
ベタ
ベタ
ベラ
ベル
ベロ
ペア
ペイ
ペグ
ペケ
ペソ
ペタ
ペッ
ペヤ
ペヤ
ペル
ペン
ホー
ホイ
ホキ
ホブ
ホモ
ホヤ
ホラ
ホン
ホ調
ボー
ボア
ボケ
ボケ
ボケ
ボス
ボブ
ボボ
ボム
ボラ
ボラ
ボン
ポア
ポイ
ポカ
ポケ
ポジ
ポポ
ポラ
ポリ
ポル
ポロ
ポン
ポン
ポン
マイ
マカ
マキ
マギ
マグ
マシ
マジ
マス
マス
マス
マゾ
マダ
マツ
マナ
マネ
マヒ
マフ
ママ
マメ
マヤ
マヨ
マリ
マン
マ行
ミー
ミサ
ミス
ミズ
ミニ
ミノ
ミリ
ミル
ミル
ミロ
ムチ
ムツ
ムベ
メー
メイ
メカ
メガ
メギ
メコ
メジ
メス
メス
メゼ
メゾ
メタ
メッ
メモ
メリ
メン
モー
モア
モカ
モガ
モコ
モス
モズ
モチ
モチ
モニ
モノ
モブ
モボ
モミ
モモ
モル
モロ
モロ
ヤイ
ヤオ
ヤガ
ヤギ
ヤク
ヤゴ
ヤシ
ヤソ
ヤニ
ヤブ
ヤボ
ヤム
ヤワ
ヤ行
ユー
ユズ
ユタ
ユタ
ユニ
ユリ
ヨガ
ヨシ
ヨタ
ライ
ラグ
ラサ
ラス
ラテ
ラド
ラバ
ラビ
ラフ
ラブ
ラボ
ラマ
ラマ
ラム
ラメ
ラン
ラヴ
ラ音
ラ行
ラ変
ラ欄
リア
リグ
リス
リス
リセ
リハ
リブ
リプ
リマ
リム
リヤ
リラ
リン
ルー
ルウ
ルシ
ルビ
ルポ
ル又
レア
レイ
レジ
レス
レズ
レビ
レフ
レポ
レ印
レ点
ロー
ログ
ロケ
ロゴ
ロス
ロゼ
ロト
ロハ
ロバ
ロバ
ロブ
ロマ
ロム
ロリ
ロ軍
ロ調
ワウ
ワオ
ワシ
ワジ
ワス
ワズ
ワッ
ワニ
ワン
ワ冠
ヲタ
ヵ月
ヶ月
ヶ国
ヶ所
α化
α線
α波
α米
β線
β波
β版
γ線
亜ぐ
亜鉛
亜欧
亜科
亜界
亜群
亜綱
亜種
亜人
亜人
亜聖
亜属
亜族
亜炭
亜父
亜麻
亜目
亜門
亜流
亜鈴
亜連
唖々
唖唖
唖者
唖蝉
唖然
唖鈴
娃鬟
阿る
阿翁
阿亀
阿兄
阿形
阿字
阿叔
阿世
阿漕
阿代
阿檀
阿比
阿鼻
阿父
阿片
阿母
阿母
阿呆
阿呆
阿房
阿魔
阿吽
阿媽
阿膠
阿諛
阿魏
哀々
哀れ
哀哀
哀咽
哀韻
哀音
哀歌
哀楽
哀感
哀歓
哀願
哀求
哀泣
哀叫
哀号
哀哉
哀史
哀思
哀詞
哀詩
哀辞
哀愁
哀傷
哀情
哀惜
哀切
哀絶
哀訴
哀弔
哀調
哀痛
哀悼
哀別
哀慕
哀憐
哀話
哀哭
哀恤
哀愍
哀愍
哀憫
哀憫
愛し
愛す
愛ぶ
愛育
愛飲
愛液
愛縁
愛楽
愛玩
愛翫
愛器
愛機
愛妓
愛郷
愛吟
愛敬
愛敬
愛敬
愛犬
愛顧
愛護
愛好
愛校
愛国
愛妻
愛餐
愛子
愛子
愛児
愛執
愛社
愛車
愛酒
愛重
愛書
愛女
愛唱
愛妾
愛称
愛嬢
愛情
愛人
愛惜
愛惜
愛染
愛想
愛想
愛憎
愛蔵
愛息
愛孫
愛着
愛着
愛寵
愛聴
愛鳥
愛読
愛日
愛猫
愛念
愛馬
愛撫
愛慕
愛婿
愛娘
愛迷
愛様
愛用
愛慾
愛欲
愛蘭
愛憐
愛嬌
愛孃
愛恤
愛誦
挨拶
逢う
逢引
逢瀬
逢着
葵花
葵貝
葵祭
茜色
悪い
悪い
悪い
悪げ
悪さ
悪し
悪む
悪意
悪衣
悪因
悪運
悪疫
悪縁
悪化
悪果
悪貨
悪貨
悪寒
悪感
悪感
悪漢
悪気
悪気
悪気
悪鬼
悪戯
悪戯
悪戯
悪戯
悪戯
悪戯
悪虐
悪逆
悪球
悪業
悪業
悪玉
悪玉
悪形
悪計
悪計
悪血
悪血
悪言
悪言
悪狐
悪口
悪口
悪口
悪行
悪行
悪行
悪妻
悪才
悪策
悪擦
悪事
悪疾
悪質
悪者
悪手
悪酒
悪習
悪臭
悪所
悪書
悪女
悪症
悪場
悪食
悪食
悪心
悪心
悪神
悪人
悪水
悪酔
悪性
悪性
悪政
悪声
悪税
悪舌
悪舌
悪戦
悪銭
悪阻
悪阻
悪僧
悪相
悪態
悪地
悪天
悪徒
悪党
悪投
悪闘
悪童
悪道
悪徳
悪日
悪日
悪熱
悪念
悪婆
悪罵
悪馬
悪馬
悪馬
悪筆
悪評
悪病
悪婦
悪風
悪文
悪弊
悪癖
悪癖
悪報
悪方
悪法
悪魔
悪夢
悪名
悪名
悪役
悪訳
悪友
悪用
悪令
悪例
悪霊
悪霊
悪路
悪露
悪祓
悪辣
握り
握る
握手
握把
握飯
握斧
握力
握鮨
渥然
渥地
旭蟹
旭旗
旭光
旭日
旭暉
葦鴨
葦原
葦原
葦原
葦戸
葦鹿
葦手
葦舟
葦雀
葦切
葦船
葦笛
葦登
葦辺
葦毛
葦簾
葦簀
芦毛
梓宮
梓弓
梓匠
圧し
圧す
圧す
圧す
圧延
圧壊
圧覚
圧巻
圧観
圧痕
圧砕
圧搾
圧殺
圧死
圧縮
圧出
圧勝
圧条
圧神
圧制
圧政
圧接
圧雪
圧着
圧注
圧痛
圧潰
圧点
圧電
圧倒
圧入
圧排
圧迫
圧麦
圧伏
圧服
圧密
圧面
圧力
斡旋
扱い
扱う
扱き
扱く
扱く
扱ぐ
宛い
宛て
宛も
宛も
宛ら
宛字
宛所
宛先
宛然
宛転
宛名
姐や
姐御
飴屋
飴玉
飴煮
飴色
飴湯
飴売
飴粕
飴坊
飴坊
絢文
絢爛
綾錦
綾絹
綾子
綾糸
綾取
綾織
綾竹
綾布
綾羅
鮎擬
鮎漁
鮎並
鮎鮨
或は
或は
或る
或日
粟飯
粟餅
粟粒
粟粒
安々
安い
安く
安め
安安
安易
安逸
安永
安穏
安価
安臥
安楽
安閑
安危
安気
安居
安居
安芸
安元
安固
安康
安座
安産
安者
安車
安手
安酒
安住
安宿
安心
安心
安神
安政
安静
安全
安息
安打
安泰
安値
安置
安着
安直
安貞
安定
安堵
安土
安寧
安排
安牌
安否
安物
安保
安眠
安目
安和
安和
安佚
安壜
庵室
庵室
庵主
庵主
庵点
按察
按司
按司
按司
按手
按手
按針
按排
按配
按腹
按分
按摩
暗い
暗さ
暗に
暗む
暗ゆ
暗闇
暗欝
暗雲
暗影
暗屋
暗記
暗渠
暗愚
暗君
暗穴
暗語
暗香
暗号
暗合
暗刻
暗刻
暗黒
暗殺
暗算
暗視
暗示
暗室
暗者
暗愁
暗唱
暗礁
暗証
暗色
暗線
暗然
暗中
暗潮
暗転
暗点
暗闘
暗闘
暗函
暗箱
暗譜
暗部
暗幕
暗黙
暗夜
暗躍
暗流
暗緑
暗涙
暗喩
暗槓
暗鬱
暗澹
暗翳
暗誦
暗誦
案下
案価
案外
案件
案出
案内
案配
案分
案文
案文
闇々
闇い
闇闇
闇雲
闇屋
闇金
闇愚
闇穴
闇黒
闇市
闇者
闇汁
闇然
闇値
闇鍋
闇米
闇夜
闇夜
闇路
鞍瓦
鞍瓦
鞍橋
鞍橋
鞍骨
鞍骨
鞍上
鞍馬
鞍敷
鞍部
鞍褥
鞍褥
杏花
杏子
杏酒
杏仁
杏仁
杏茸
杏林
以て
以遠
以往
以下
以下
以外
以後
以降
以上
以西
以前
以東
以内
以南
以北
以来
伊艦
伊語
伊集
伊吹
伊達
伊当
伊富
伊蘭
伊良
位階
位格
位冠
位官
位記
位勲
位次
位相
位地
位置
位牌
位負
依る
依願
依拠
依嘱
依然
依存
依存
依代
依託
依報
依命
依頼
依估
依估
依怙
偉い
偉観
偉挙
偉業
偉勲
偉功
偉効
偉才
偉材
偉人
偉績
偉跡
偉蹟
偉大
偉徳
偉物
偉物
偉容
偉力
偉烈
囲い
囲う
囲み
囲む
囲む
囲碁
囲障
囲壁
囲繞
囲繞
夷曲
夷講
夷国
夷人
夷草
夷則
夷俗
夷狄
委員
委棄
委曲
委細
委縮
委譲
委嘱
委託
委任
委付
威す
威圧
威嚇
威喝
威儀
威権
威厳
威光
威高
威信
威勢
威徳
威迫
威武
威部
威部
威風
威服
威名
威容
威力
威令
威霊
尉官
尉鶲
惟う
惟る
惟る
惟神
惟神
惟神
意外
意気
意義
意見
意向
意志
意思
意字
意識
意趣
意匠
意図
意地
意中
意馬
意表
意符
意味
意訳
意慾
意欲
意力
意臨
意嚮
意氣
慰み
慰む
慰め
慰安
慰謝
慰撫
慰問
慰留
慰霊
慰労
慰藉
易々
易々
易い
易き
易易
易易
易学
易経
易者
易断
易簀
椅子
椅子
為す
為に
為め
為り
為る
為る
為業
為銀
為手
為手
為初
為所
為書
為人
為政
為体
為替
為替
為着
為様
畏い
畏る
畏れ
畏敬
畏縮
畏怖
畏服
畏友
畏懼
異な
異な
異に
異に
異る
異域
異音
異化
異界
異義
異議
異境
異教
異郷
異型
異形
異形
異見
異言
異香
異香
異国
異彩
異才
異字
異質
異種
異趣
異宗
異臭
異所
異称
異象
異常
異状
異色
異心
異人
異図
異数
異姓
異性
異星
異説
異装
異存
異体
異端
異朝
異動
異同
異能
異派
異板
異版
異父
異風
異腹
異物
異文
異聞
異変
異母
異方
異邦
異本
異名
異名
異様
異類
異例
異論
移す
移り
移る
移管
移記
移弦
移行
移項
移住
移出
移乗
移譲
移植
移籍
移設
移送
移替
移築
移着
移駐
移牒
移調
移転
移動
移入
移封
移牧
移民
移流
維持
維新
維那
維那
維納
緯糸
緯糸
緯書
緯線
緯度
胃液
胃炎
胃管
胃癌
胃鏡
胃散
胃酸
胃弱
胃宿
胃石
胃腺
胃袋
胃腸
胃痛
胃嚢
胃病
胃部
胃壁
胃薬
胃瘻
萎む
萎縮
萎靡
衣々
衣衣
衣架
衣蛾
衣冠
衣魚
衣桁
衣香
衣手
衣裳
衣食
衣装
衣帯
衣嚢
衣嚢
衣鉢
衣鉢
衣鉢
衣服
衣物
衣偏
衣紋
衣蘭
衣料
衣糧
衣類
衣虱
謂う
謂う
謂れ
違い
違う
違う
違憲
違作
違算
違式
違心
違棚
違勅
違背
違反
違反
違犯
違犯
違変
違法
違命
違約
違乱
違令
違例
違和
遺す
遺る
遺愛
遺影
遺詠
遺戒
遺灰
遺骸
遺憾
遺棄
遺業
遺訓
遺賢
遺言
遺言
遺言
遺孤
遺功
遺構
遺稿
遺香
遺告
遺骨
遺恨
遺財
遺作
遺産
遺残
遺子
遺志
遺事
遺児
遺失
遺習
遺臭
遺集
遺書
遺嘱
遺臣
遺制
遺精
遺跡
遺蹟
遺草
遺贈
遺族
遺体
遺脱
遺著
遺伝
遺徳
遺尿
遺髪
遺筆
遺品
遺風
遺物
遺文
遺芳
遺墨
遺命
遺留
遺漏
遺址
遺誡
医員
医院
医家
医科
医会
医界
医学
医官
医業
医局
医師
医師
医事
医者
医術
医書
医生
医聖
医籍
医大
医長
医道
医伯
医博
医方
医務
医薬
医用
医療
井堰
井蛙
井桁
井戸
井綱
井守
井宿
井水
井泉
井底
井筒
井目
井楼
井篭
井篭
井籠
井籠
亥月
亥年
亥年
域外
域内
育ち
育つ
育て
育む
育英
育休
育児
育種
育雛
育成
育生
育苗
育毛
育林
郁々
郁郁
郁子
郁子
磯蟹
磯魚
磯祭
磯汁
磯釣
磯釣
磯笛
磯馴
磯波
磯辺
磯鮪
磯目
磯鵯
磯鷸
一々
一つ
一に
一ヶ
一握
一葦
一案
一位
一尉
一意
一一
一員
一因
一宇
一羽
一雨
一円
一塩
一往
一応
一億
一下
一夏
一家
一家
一箇
一花
一荷
一過
一画
一介
一回
一塊
一塊
一階
一劃
一廓
一獲
一角
一角
一角
一郭
一楽
一割
一喝
一括
一巻
一巻
一巻
一汗
一環
一竿
一管
一貫
一間
一間
一丸
一眼
一旗
一期
一期
一機
一気
一季
一季
一騎
一儀
一義
一議
一掬
一菊
一級
一挙
一興
一驚
一局
一曲
一極
一斤
一筋
一句
一区
一駒
一具
一遇
一隅
一隅
一群
一軍
一系
一茎
一計
一芸
一撃
一桁
一決
一穴
一月
一月
一月
一件
一犬
一献
一見
一見
一軒
一元
一現
一言
一言
一言
一個
一己
一戸
一顧
一鼓
一語
一口
一向
一向
一向
一更
一校
一考
一行
一行
一項
一号
一合
一刻
一国
一頃
一佐
一座
一再
一才
一歳
一際
一財
一昨
一策
一冊
一撮
一札
一皿
一山
一山
一士
一子
一指
一死
一糸
一事
一字
一時
一時
一時
一次
一式
一軸
一雫
一失
一室
一実
一勺
一尺
一手
一手
一手
一種
一種
一首
一樹
一樹
一周
一周
一宗
一蹴
一週
一重
一宿
一縮
一熟
一瞬
一旬
一巡
一処
一所
一所
一緒
一書
一助
一女
一勝
一升
一升
一宵
一将
一笑
一乗
一場
一条
一条
一畳
一錠
一色
一色
一色
一食
一食
一審
一心
一新
一身
一身
一人
一人
一陣
一図
一水
一睡
一寸
一寸
一寸
一世
一世
一生
一声
一声
一斉
一隻
一席
一昔
一石
一石
一切
一節
一節
一説
一先
一千
一戦
一洗
一線
一銭
一閃
一膳
一組
一組
一双
一叢
一層
一掃
一曹
一荘
一息
一束
一束
一足
一足
一族
一存
一村
一打
一駄
一体
一対
一帯
一袋
一隊
一代
一台
一大
一択
一諾
一旦
一端
一端
一団
一段
一段
一男
一致
一着
一丁
一兆
一帖
一張
一朝
一聴
一直
一通
一定
一定
一滴
一滴
一徹
一天
一纏
一転
一点
一兎
一斗
一渡
一途
一途
一度
一度
一党
一刀
一刀
一棟
一等
一統
一頭
一同
一堂
一道
一得
一徳
一読
一難
一二
一日
一日
一日
一日
一日
一日
一日
一入
一如
一任
一年
一年
一年
一念
一把
一派
一敗
一杯
一盃
一盃
一倍
一拍
一泊
一白
一箱
一箱
一八
一発
一髪
一半
一反
一斑
一版
一班
一般
一飯
一晩
一番
一番
一皮
一飛
一尾
一匹
一疋
一筆
一筆
一俵
一瓢
一票
一秒
一品
一品
一瓶
一部
一封
一風
一幅
一幅
一幅
一服
一腹
一物
一物
一分
一分
一分
一文
一文
一癖
一別
一瞥
一変
一片
一片
一篇
一編
一辺
一遍
一歩
一報
一方
一方
一泡
一房
一望
一本
一翻
一枚
一枚
一幕
一抹
一万
一味
一味
一脈
一眠
一夢
一名
一命
一面
一毛
一木
一目
一目
一問
一門
一夜
一夜
一夜
一矢
一役
一役
一躍
一夕
一様
一葉
一葉
一翼
一覧
一利
一理
一里
一律
一流
一粒
一両
一輪
一塁
一類
一例
一礼
一列
一廉
一廉
一連
一路
一浪
一匕
一嗹
一揆
一擲
一攫
一朶
一毫
一眸
一籌
一縷
一臂
一艘
一輛
一齣
一齣
壱越
溢し
溢す
溢る
溢れ
溢れ
溢れ
溢血
溢水
溢乳
溢流
逸す
逸る
逸る
逸楽
逸機
逸球
逸言
逸材
逸史
逸事
逸出
逸書
逸走
逸足
逸脱
逸品
逸物
逸物
逸物
逸物
逸物
逸文
逸聞
逸民
逸話
稲科
稲架
稲架
稲架
稲架
稲架
稲荷
稲掛
稲刈
稲苅
稲光
稲魂
稲魂
稲魂
稲妻
稲妻
稲作
稲子
稲雀
稲叢
稲束
稲置
稲置
稲虫
稲虫
稲田
稲熱
稲穂
稲木
稲門
稲藁
稲藁
茨垣
茨藻
茨姫
芋貝
芋粥
芋茎
芋侍
芋虫
芋頭
芋版
芋蔓
鰯雲
鰯鯨
鰯酸
鰯節
鰯粕
鰯油
鰯滓
允可
允許
允恭
印す
印パ
印影
印欧
印加
印可
印画
印環
印鑑
印僑
印契
印契
印形
印行
印刻
印材
印刷
印紙
印字
